incident_id,date,month,site_id,region,service_type,severity,status,start_time,resolved_time,duration_minutes,affected_customers,root_cause,assigned_team,escalation_level,recommended_action
INC-2026-01884,2026-02-22,2026-02,SITE-0193,Surabaya,IPTV,High,Resolved,2026-02-22T05:37:00,2026-02-22T12:25:00,408,180,Power outage,Field Operations,2,Escalate to regional operations lead
INC-2026-00071,2026-02-23,2026-02,SITE-0201,Jakarta,Voice,High,Resolved,2026-02-23T23:39:00,2026-02-24T04:38:00,299,339,Backhaul packet loss,Fiber Maintenance,2,Escalate to regional operations lead
INC-2026-00091,2026-02-23,2026-02,SITE-0114,Medan,Enterprise VPN,Low,Resolved,2026-02-23T16:31:00,2026-02-23T17:29:00,58,19,Power outage,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00170,2026-02-23,2026-02,SITE-0082,Bandung,Enterprise VPN,Low,Resolved,2026-02-23T14:51:00,2026-02-23T15:29:00,38,15,Configuration drift,Field Operations,1,Monitor and resolve in standard queue
INC-2026-00286,2026-02-23,2026-02,SITE-0011,Jakarta,Cloud Connectivity,Low,Resolved,2026-02-23T08:09:00,2026-02-23T09:14:00,65,26,Core router instability,Field Operations,1,Monitor and resolve in standard queue
INC-2026-00288,2026-02-23,2026-02,SITE-0007,Yogyakarta,IPTV,Low,Closed,2026-02-23T09:39:00,2026-02-23T11:00:00,81,52,Power outage,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-01380,2026-02-23,2026-02,SITE-0006,Semarang,Cloud Connectivity,Low,Closed,2026-02-23T01:57:00,2026-02-23T03:03:00,66,17,Planned maintenance overrun,Field Operations,1,Monitor and resolve in standard queue
INC-2026-01635,2026-02-23,2026-02,SITE-0070,Balikpapan,Mobile Broadband,Low,Resolved,2026-02-23T17:42:00,2026-02-23T18:46:00,64,35,Core router instability,Field Operations,1,Monitor and resolve in standard queue
INC-2026-02030,2026-02-23,2026-02,SITE-0015,Makassar,Mobile Broadband,Low,Resolved,2026-02-23T23:29:00,2026-02-24T00:40:00,71,46,Planned maintenance overrun,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-02049,2026-02-23,2026-02,SITE-0087,Yogyakarta,Enterprise VPN,Low,Resolved,2026-02-23T04:33:00,2026-02-23T05:21:00,48,17,Access node congestion,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00121,2026-02-24,2026-02,SITE-0169,Palembang,IPTV,Low,Closed,2026-02-24T16:33:00,2026-02-24T17:29:00,56,32,Access node congestion,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-00370,2026-02-24,2026-02,SITE-0046,Semarang,Cloud Connectivity,Medium,Resolved,2026-02-24T13:46:00,2026-02-24T17:36:00,230,40,Configuration drift,Field Operations,1,Assign service assurance follow-up
INC-2026-00882,2026-02-24,2026-02,SITE-0231,Jakarta,IPTV,Low,Resolved,2026-02-24T09:52:00,2026-02-24T10:45:00,53,42,Customer premises equipment,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-01532,2026-02-24,2026-02,SITE-0054,Medan,Enterprise VPN,Medium,Resolved,2026-02-24T13:14:00,2026-02-24T15:21:00,127,81,Backhaul packet loss,Fiber Maintenance,1,Assign service assurance follow-up
INC-2026-01665,2026-02-24,2026-02,SITE-0127,Yogyakarta,Mobile Broadband,High,Resolved,2026-02-24T08:11:00,2026-02-24T14:46:00,395,459,Power outage,Customer Assurance,2,Escalate to regional operations lead
INC-2026-00556,2026-02-25,2026-02,SITE-0031,Jakarta,Cloud Connectivity,Medium,Closed,2026-02-25T07:26:00,2026-02-25T10:20:00,174,79,Configuration drift,NOC Core,1,Assign service assurance follow-up
INC-2026-00681,2026-02-25,2026-02,SITE-0026,Semarang,Enterprise VPN,Low,Closed,2026-02-25T19:49:00,2026-02-25T20:49:00,60,5,Customer premises equipment,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00715,2026-02-25,2026-02,SITE-0065,Makassar,Fiber Internet,Low,Closed,2026-02-25T08:07:00,2026-02-25T09:05:00,58,34,Access node congestion,Field Operations,1,Monitor and resolve in standard queue
INC-2026-00733,2026-02-25,2026-02,SITE-0131,Jakarta,Cloud Connectivity,Low,Closed,2026-02-25T01:06:00,2026-02-25T02:23:00,77,46,Access node congestion,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00833,2026-02-25,2026-02,SITE-0206,Semarang,Voice,High,Resolved,2026-02-25T12:13:00,2026-02-25T18:06:00,353,413,Power outage,Fiber Maintenance,2,Escalate to regional operations lead
INC-2026-01439,2026-02-25,2026-02,SITE-0086,Semarang,IPTV,Low,Resolved,2026-02-25T01:17:00,2026-02-25T02:42:00,85,22,Core router instability,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-01586,2026-02-25,2026-02,SITE-0205,Makassar,Cloud Connectivity,Low,Closed,2026-02-25T14:01:00,2026-02-25T15:00:00,59,18,Core router instability,Field Operations,1,Monitor and resolve in standard queue
INC-2026-02139,2026-02-25,2026-02,SITE-0106,Semarang,IPTV,Medium,Resolved,2026-02-25T15:32:00,2026-02-25T17:48:00,136,107,Backhaul packet loss,Customer Assurance,1,Assign service assurance follow-up
INC-2026-00518,2026-02-26,2026-02,SITE-0121,Jakarta,Voice,Medium,Resolved,2026-02-26T19:00:00,2026-02-26T20:54:00,114,132,Customer premises equipment,Fiber Maintenance,1,Assign service assurance follow-up
INC-2026-00738,2026-02-26,2026-02,SITE-0218,Denpasar,Enterprise VPN,Low,Closed,2026-02-26T23:05:00,2026-02-26T23:36:00,31,31,Core router instability,Field Operations,1,Monitor and resolve in standard queue
INC-2026-01365,2026-02-26,2026-02,SITE-0029,Palembang,Voice,Medium,Resolved,2026-02-26T00:50:00,2026-02-26T03:07:00,137,147,Planned maintenance overrun,Field Operations,1,Assign service assurance follow-up
INC-2026-01401,2026-02-26,2026-02,SITE-0080,Balikpapan,Voice,Low,Closed,2026-02-26T13:31:00,2026-02-26T14:51:00,80,28,Planned maintenance overrun,NOC Core,1,Monitor and resolve in standard queue
INC-2026-02037,2026-02-26,2026-02,SITE-0083,Surabaya,Mobile Broadband,Low,Closed,2026-02-26T03:23:00,2026-02-26T04:35:00,72,56,Fiber cut,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00099,2026-02-27,2026-02,SITE-0113,Surabaya,Fiber Internet,Low,Resolved,2026-02-27T01:52:00,2026-02-27T02:56:00,64,27,Backhaul packet loss,Field Operations,1,Monitor and resolve in standard queue
INC-2026-00256,2026-02-27,2026-02,SITE-0060,Balikpapan,Fiber Internet,Medium,Resolved,2026-02-27T14:15:00,2026-02-27T17:00:00,165,122,Power outage,NOC Core,1,Assign service assurance follow-up
INC-2026-00304,2026-02-27,2026-02,SITE-0029,Palembang,Voice,Medium,Escalated,2026-02-27T21:59:00,,173,135,Core router instability,Field Operations,1,Assign service assurance follow-up
INC-2026-00564,2026-02-27,2026-02,SITE-0111,Jakarta,Fiber Internet,Low,Closed,2026-02-27T21:21:00,2026-02-27T22:44:00,83,36,Fiber cut,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00623,2026-02-27,2026-02,SITE-0043,Surabaya,Cloud Connectivity,Low,Resolved,2026-02-27T20:43:00,2026-02-27T21:52:00,69,31,Planned maintenance overrun,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-01156,2026-02-27,2026-02,SITE-0191,Jakarta,Mobile Broadband,Medium,Closed,2026-02-27T10:55:00,2026-02-27T13:17:00,142,165,Fiber cut,NOC Core,1,Assign service assurance follow-up
INC-2026-01377,2026-02-27,2026-02,SITE-0076,Semarang,Voice,High,Escalated,2026-02-27T20:00:00,,189,391,Planned maintenance overrun,Field Operations,2,Escalate to regional operations lead
INC-2026-01465,2026-02-27,2026-02,SITE-0068,Denpasar,Fiber Internet,High,Investigating,2026-02-27T18:58:00,,388,238,Power outage,Field Operations,2,Escalate to regional operations lead
INC-2026-01679,2026-02-27,2026-02,SITE-0070,Balikpapan,Mobile Broadband,Medium,Closed,2026-02-27T11:15:00,2026-02-27T14:23:00,188,208,Configuration drift,Field Operations,1,Assign service assurance follow-up
INC-2026-01849,2026-02-27,2026-02,SITE-0228,Denpasar,Cloud Connectivity,Low,Resolved,2026-02-27T16:16:00,2026-02-27T17:26:00,70,16,Core router instability,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-00094,2026-02-28,2026-02,SITE-0072,Bandung,Enterprise VPN,High,Closed,2026-02-28T01:01:00,2026-02-28T06:47:00,346,296,Access node congestion,NOC Core,2,Escalate to regional operations lead
INC-2026-01516,2026-02-28,2026-02,SITE-0224,Medan,Mobile Broadband,Low,Resolved,2026-02-28T23:37:00,2026-03-01T00:24:00,47,83,Planned maintenance overrun,NOC Core,1,Monitor and resolve in standard queue
INC-2026-01691,2026-02-28,2026-02,SITE-0047,Yogyakarta,Mobile Broadband,Medium,Resolved,2026-02-28T15:28:00,2026-02-28T18:37:00,189,183,Power outage,Enterprise Support,1,Assign service assurance follow-up
INC-2026-00169,2026-03-01,2026-03,SITE-0202,Bandung,Voice,Low,Resolved,2026-03-01T00:45:00,2026-03-01T01:42:00,57,2,Planned maintenance overrun,Field Operations,1,Monitor and resolve in standard queue
INC-2026-00380,2026-03-01,2026-03,SITE-0241,Jakarta,Mobile Broadband,Low,Resolved,2026-03-01T10:48:00,2026-03-01T11:44:00,56,18,Fiber cut,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00586,2026-03-01,2026-03,SITE-0022,Bandung,Mobile Broadband,Medium,Resolved,2026-03-01T04:02:00,2026-03-01T05:37:00,95,105,Core router instability,Fiber Maintenance,1,Assign service assurance follow-up
INC-2026-00928,2026-03-01,2026-03,SITE-0028,Denpasar,Voice,High,Closed,2026-03-01T00:10:00,2026-03-01T03:06:00,176,444,Backhaul packet loss,Fiber Maintenance,2,Escalate to regional operations lead
INC-2026-01998,2026-03-01,2026-03,SITE-0013,Surabaya,Mobile Broadband,Medium,Closed,2026-03-01T21:55:00,2026-03-01T23:41:00,106,103,Configuration drift,Fiber Maintenance,1,Assign service assurance follow-up
INC-2026-00999,2026-03-02,2026-03,SITE-0082,Bandung,Enterprise VPN,Low,Resolved,2026-03-02T15:29:00,2026-03-02T16:40:00,71,10,Backhaul packet loss,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-01031,2026-03-02,2026-03,SITE-0082,Bandung,Enterprise VPN,Low,Resolved,2026-03-02T11:34:00,2026-03-02T12:41:00,67,12,Customer premises equipment,NOC Core,1,Monitor and resolve in standard queue
INC-2026-01210,2026-03-02,2026-03,SITE-0015,Makassar,Mobile Broadband,Medium,Closed,2026-03-02T16:41:00,2026-03-02T18:46:00,125,91,Fiber cut,Enterprise Support,1,Assign service assurance follow-up
INC-2026-01409,2026-03-02,2026-03,SITE-0108,Denpasar,Fiber Internet,Medium,Resolved,2026-03-02T17:30:00,2026-03-02T20:03:00,153,146,Core router instability,Fiber Maintenance,1,Assign service assurance follow-up
INC-2026-01741,2026-03-02,2026-03,SITE-0025,Makassar,IPTV,Medium,Resolved,2026-03-02T13:40:00,2026-03-02T15:35:00,115,100,Fiber cut,Enterprise Support,1,Assign service assurance follow-up
INC-2026-01991,2026-03-02,2026-03,SITE-0141,Jakarta,Fiber Internet,Low,Resolved,2026-03-02T09:44:00,2026-03-02T10:33:00,49,50,Configuration drift,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-00375,2026-03-03,2026-03,SITE-0172,Bandung,Enterprise VPN,High,Resolved,2026-03-03T06:28:00,2026-03-03T11:10:00,282,97,Configuration drift,Field Operations,2,Escalate to regional operations lead
INC-2026-00464,2026-03-03,2026-03,SITE-0126,Semarang,Mobile Broadband,Medium,Resolved,2026-03-03T14:51:00,2026-03-03T16:49:00,118,133,Customer premises equipment,Fiber Maintenance,1,Assign service assurance follow-up
INC-2026-01487,2026-03-03,2026-03,SITE-0125,Makassar,IPTV,Low,Resolved,2026-03-03T06:31:00,2026-03-03T06:48:00,17,42,Planned maintenance overrun,NOC Core,1,Monitor and resolve in standard queue
INC-2026-01660,2026-03-03,2026-03,SITE-0108,Denpasar,Fiber Internet,Low,Resolved,2026-03-03T08:37:00,2026-03-03T09:17:00,40,70,Customer premises equipment,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-01826,2026-03-03,2026-03,SITE-0175,Makassar,Mobile Broadband,High,Closed,2026-03-03T02:17:00,2026-03-03T07:07:00,290,341,Customer premises equipment,Enterprise Support,2,Escalate to regional operations lead
INC-2026-00064,2026-03-04,2026-03,SITE-0211,Jakarta,Mobile Broadband,Low,Resolved,2026-03-04T10:00:00,2026-03-04T11:00:00,60,28,Customer premises equipment,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00574,2026-03-04,2026-03,SITE-0172,Bandung,Enterprise VPN,Low,Closed,2026-03-04T03:36:00,2026-03-04T04:22:00,46,13,Core router instability,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00722,2026-03-04,2026-03,SITE-0118,Denpasar,Enterprise VPN,High,Closed,2026-03-04T14:19:00,2026-03-04T18:30:00,251,30,Customer premises equipment,NOC Core,2,Escalate to regional operations lead
INC-2026-01929,2026-03-04,2026-03,SITE-0033,Surabaya,Voice,High,Escalated,2026-03-04T04:41:00,,272,260,Access node congestion,Enterprise Support,2,Escalate to regional operations lead
INC-2026-00563,2026-03-05,2026-03,SITE-0190,Balikpapan,IPTV,Low,Escalated,2026-03-05T18:12:00,,65,25,Planned maintenance overrun,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-00886,2026-03-05,2026-03,SITE-0228,Denpasar,Cloud Connectivity,High,Resolved,2026-03-05T06:12:00,2026-03-05T10:35:00,263,330,Customer premises equipment,Customer Assurance,2,Escalate to regional operations lead
INC-2026-01048,2026-03-05,2026-03,SITE-0018,Denpasar,Cloud Connectivity,High,Resolved,2026-03-05T12:33:00,2026-03-05T20:12:00,459,257,Power outage,Fiber Maintenance,2,Escalate to regional operations lead
INC-2026-01642,2026-03-05,2026-03,SITE-0038,Denpasar,Enterprise VPN,Medium,Resolved,2026-03-05T04:46:00,2026-03-05T05:35:00,49,29,Customer premises equipment,Customer Assurance,1,Assign service assurance follow-up
INC-2026-00002,2026-03-06,2026-03,SITE-0231,Jakarta,IPTV,Medium,Resolved,2026-03-06T15:05:00,2026-03-06T17:53:00,168,81,Fiber cut,Customer Assurance,1,Assign service assurance follow-up
INC-2026-00302,2026-03-06,2026-03,SITE-0043,Surabaya,Cloud Connectivity,Medium,Resolved,2026-03-06T15:48:00,2026-03-06T18:18:00,150,104,Access node congestion,Customer Assurance,1,Assign service assurance follow-up
INC-2026-00340,2026-03-06,2026-03,SITE-0173,Surabaya,Voice,Low,Resolved,2026-03-06T07:40:00,2026-03-06T08:18:00,38,15,Backhaul packet loss,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00650,2026-03-06,2026-03,SITE-0083,Surabaya,Mobile Broadband,High,Escalated,2026-03-06T05:09:00,,302,334,Access node congestion,Field Operations,2,Escalate to regional operations lead
INC-2026-01004,2026-03-06,2026-03,SITE-0036,Semarang,Enterprise VPN,Low,Open,2026-03-06T17:32:00,,32,31,Power outage,NOC Core,1,Monitor and resolve in standard queue
INC-2026-01447,2026-03-06,2026-03,SITE-0051,Jakarta,IPTV,Medium,Resolved,2026-03-06T16:25:00,2026-03-06T17:57:00,92,88,Power outage,NOC Core,1,Assign service assurance follow-up
INC-2026-01646,2026-03-06,2026-03,SITE-0242,Bandung,Enterprise VPN,High,Resolved,2026-03-06T15:00:00,2026-03-06T20:14:00,314,73,Fiber cut,Fiber Maintenance,2,Escalate to regional operations lead
INC-2026-02011,2026-03-06,2026-03,SITE-0201,Jakarta,Voice,Low,Closed,2026-03-06T16:36:00,2026-03-06T17:48:00,72,22,Core router instability,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-02045,2026-03-06,2026-03,SITE-0230,Balikpapan,IPTV,Low,Resolved,2026-03-06T07:34:00,2026-03-06T08:46:00,72,50,Configuration drift,Field Operations,1,Monitor and resolve in standard queue
INC-2026-02095,2026-03-06,2026-03,SITE-0160,Balikpapan,Fiber Internet,High,Closed,2026-03-06T22:51:00,2026-03-07T04:06:00,315,435,Configuration drift,Customer Assurance,2,Escalate to regional operations lead
INC-2026-00421,2026-03-07,2026-03,SITE-0210,Balikpapan,IPTV,Low,Resolved,2026-03-07T14:30:00,2026-03-07T15:35:00,65,50,Core router instability,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-00506,2026-03-07,2026-03,SITE-0203,Surabaya,IPTV,High,Resolved,2026-03-07T14:17:00,2026-03-07T21:38:00,441,282,Access node congestion,Enterprise Support,2,Escalate to regional operations lead
INC-2026-00568,2026-03-07,2026-03,SITE-0162,Bandung,IPTV,Low,Resolved,2026-03-07T03:48:00,2026-03-07T04:51:00,63,26,Fiber cut,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00849,2026-03-07,2026-03,SITE-0229,Palembang,IPTV,Critical,Closed,2026-03-07T16:05:00,2026-03-08T04:16:00,731,875,Customer premises equipment,NOC Core,3,Open command bridge and dispatch field team
INC-2026-01802,2026-03-07,2026-03,SITE-0033,Surabaya,Voice,High,Resolved,2026-03-07T06:21:00,2026-03-07T10:24:00,243,507,Planned maintenance overrun,NOC Core,2,Escalate to regional operations lead
INC-2026-00100,2026-03-08,2026-03,SITE-0118,Denpasar,Enterprise VPN,Low,Resolved,2026-03-08T13:04:00,2026-03-08T13:42:00,38,1,Customer premises equipment,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00810,2026-03-08,2026-03,SITE-0055,Makassar,Mobile Broadband,Low,Resolved,2026-03-08T23:48:00,2026-03-09T00:33:00,45,56,Core router instability,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00949,2026-03-08,2026-03,SITE-0047,Yogyakarta,Mobile Broadband,Medium,Closed,2026-03-08T20:55:00,2026-03-08T23:27:00,152,124,Core router instability,Fiber Maintenance,1,Assign service assurance follow-up
INC-2026-00041,2026-03-09,2026-03,SITE-0080,Balikpapan,Voice,High,Closed,2026-03-09T08:12:00,2026-03-09T14:28:00,376,219,Customer premises equipment,Customer Assurance,2,Escalate to regional operations lead
INC-2026-00709,2026-03-09,2026-03,SITE-0231,Jakarta,IPTV,Medium,Resolved,2026-03-09T12:19:00,2026-03-09T14:15:00,116,190,Customer premises equipment,Field Operations,1,Assign service assurance follow-up
INC-2026-01038,2026-03-09,2026-03,SITE-0058,Denpasar,Mobile Broadband,Low,Closed,2026-03-09T11:34:00,2026-03-09T12:17:00,43,42,Backhaul packet loss,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-01546,2026-03-09,2026-03,SITE-0239,Palembang,Voice,Low,Closed,2026-03-09T18:54:00,2026-03-09T20:02:00,68,25,Power outage,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-00143,2026-03-10,2026-03,SITE-0082,Bandung,Enterprise VPN,Low,Closed,2026-03-10T22:41:00,2026-03-10T23:25:00,44,11,Configuration drift,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00552,2026-03-10,2026-03,SITE-0073,Surabaya,Cloud Connectivity,Low,Resolved,2026-03-10T18:00:00,2026-03-10T19:07:00,67,29,Power outage,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00675,2026-03-10,2026-03,SITE-0200,Balikpapan,Fiber Internet,Medium,Resolved,2026-03-10T14:14:00,2026-03-10T16:09:00,115,134,Fiber cut,Enterprise Support,1,Assign service assurance follow-up
INC-2026-00777,2026-03-10,2026-03,SITE-0006,Semarang,Cloud Connectivity,Medium,Closed,2026-03-10T05:34:00,2026-03-10T08:39:00,185,67,Access node congestion,Enterprise Support,1,Assign service assurance follow-up
INC-2026-01653,2026-03-10,2026-03,SITE-0249,Palembang,Enterprise VPN,Medium,Resolved,2026-03-10T20:30:00,2026-03-10T22:21:00,111,79,Fiber cut,Enterprise Support,1,Assign service assurance follow-up
INC-2026-01811,2026-03-10,2026-03,SITE-0103,Surabaya,Fiber Internet,High,Resolved,2026-03-10T01:20:00,2026-03-10T05:55:00,275,318,Fiber cut,NOC Core,2,Escalate to regional operations lead
INC-2026-01851,2026-03-10,2026-03,SITE-0129,Palembang,Fiber Internet,Medium,Resolved,2026-03-10T20:56:00,2026-03-10T23:00:00,124,106,Planned maintenance overrun,Fiber Maintenance,1,Assign service assurance follow-up
INC-2026-02102,2026-03-10,2026-03,SITE-0073,Surabaya,Cloud Connectivity,High,Resolved,2026-03-10T07:40:00,2026-03-10T14:26:00,406,295,Backhaul packet loss,Fiber Maintenance,2,Escalate to regional operations lead
INC-2026-00051,2026-03-11,2026-03,SITE-0140,Balikpapan,Voice,High,Resolved,2026-03-11T12:38:00,2026-03-11T18:47:00,369,230,Power outage,Customer Assurance,2,Escalate to regional operations lead
INC-2026-00666,2026-03-11,2026-03,SITE-0215,Makassar,Voice,Medium,Resolved,2026-03-11T00:00:00,2026-03-11T02:28:00,148,234,Configuration drift,NOC Core,1,Assign service assurance follow-up
INC-2026-00730,2026-03-11,2026-03,SITE-0196,Semarang,Fiber Internet,Low,Closed,2026-03-11T01:11:00,2026-03-11T01:56:00,45,24,Customer premises equipment,Field Operations,1,Monitor and resolve in standard queue
INC-2026-01379,2026-03-11,2026-03,SITE-0139,Palembang,Voice,Critical,Closed,2026-03-11T03:55:00,2026-03-11T13:10:00,555,659,Fiber cut,Field Operations,3,Open command bridge and dispatch field team
INC-2026-01615,2026-03-11,2026-03,SITE-0165,Makassar,IPTV,Low,Resolved,2026-03-11T09:26:00,2026-03-11T09:53:00,27,15,Core router instability,NOC Core,1,Monitor and resolve in standard queue
INC-2026-01762,2026-03-11,2026-03,SITE-0060,Balikpapan,Fiber Internet,Low,Investigating,2026-03-11T09:06:00,,50,25,Customer premises equipment,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-00696,2026-03-12,2026-03,SITE-0157,Yogyakarta,Mobile Broadband,High,Resolved,2026-03-12T02:47:00,2026-03-12T07:08:00,261,221,Backhaul packet loss,Enterprise Support,2,Escalate to regional operations lead
INC-2026-00878,2026-03-12,2026-03,SITE-0053,Surabaya,Enterprise VPN,Low,Closed,2026-03-12T17:15:00,2026-03-12T17:52:00,37,20,Core router instability,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-01143,2026-03-12,2026-03,SITE-0046,Semarang,Cloud Connectivity,Medium,Resolved,2026-03-12T04:54:00,2026-03-12T06:19:00,85,56,Backhaul packet loss,Field Operations,1,Assign service assurance follow-up
INC-2026-01264,2026-03-12,2026-03,SITE-0030,Balikpapan,Enterprise VPN,High,Closed,2026-03-12T20:04:00,2026-03-13T03:17:00,433,32,Power outage,Field Operations,2,Escalate to regional operations lead
INC-2026-01392,2026-03-12,2026-03,SITE-0084,Medan,Mobile Broadband,Medium,Closed,2026-03-12T04:17:00,2026-03-12T06:45:00,148,72,Customer premises equipment,Customer Assurance,1,Assign service assurance follow-up
INC-2026-01631,2026-03-12,2026-03,SITE-0137,Yogyakarta,Enterprise VPN,Critical,Investigating,2026-03-12T13:26:00,,605,344,Core router instability,Field Operations,3,Open command bridge and dispatch field team
INC-2026-02179,2026-03-12,2026-03,SITE-0145,Makassar,Mobile Broadband,Low,Resolved,2026-03-12T01:28:00,2026-03-12T02:20:00,52,33,Fiber cut,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00045,2026-03-13,2026-03,SITE-0079,Palembang,Enterprise VPN,Low,Closed,2026-03-13T14:21:00,2026-03-13T15:31:00,70,18,Fiber cut,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-00107,2026-03-13,2026-03,SITE-0146,Semarang,Mobile Broadband,Medium,Closed,2026-03-13T00:21:00,2026-03-13T02:27:00,126,100,Power outage,Customer Assurance,1,Assign service assurance follow-up
INC-2026-00231,2026-03-13,2026-03,SITE-0156,Semarang,Cloud Connectivity,Low,Resolved,2026-03-13T10:23:00,2026-03-13T11:16:00,53,23,Planned maintenance overrun,Field Operations,1,Monitor and resolve in standard queue
INC-2026-00363,2026-03-13,2026-03,SITE-0075,Makassar,IPTV,Medium,Resolved,2026-03-13T06:18:00,2026-03-13T07:48:00,90,72,Access node congestion,NOC Core,1,Assign service assurance follow-up
INC-2026-00438,2026-03-13,2026-03,SITE-0207,Yogyakarta,Cloud Connectivity,Low,Resolved,2026-03-13T05:00:00,2026-03-13T06:13:00,73,27,Backhaul packet loss,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-01306,2026-03-13,2026-03,SITE-0209,Palembang,Mobile Broadband,Low,Resolved,2026-03-13T06:59:00,2026-03-13T07:45:00,46,23,Customer premises equipment,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-01396,2026-03-13,2026-03,SITE-0067,Yogyakarta,Voice,High,Closed,2026-03-13T08:13:00,2026-03-13T12:34:00,261,277,Fiber cut,Enterprise Support,2,Escalate to regional operations lead
INC-2026-01800,2026-03-13,2026-03,SITE-0071,Jakarta,Fiber Internet,Medium,Open,2026-03-13T22:52:00,,211,166,Access node congestion,Field Operations,1,Assign service assurance follow-up
INC-2026-01883,2026-03-13,2026-03,SITE-0193,Surabaya,IPTV,Medium,Escalated,2026-03-13T22:48:00,,21,117,Customer premises equipment,NOC Core,1,Assign service assurance follow-up
INC-2026-01914,2026-03-13,2026-03,SITE-0012,Bandung,Fiber Internet,Medium,Resolved,2026-03-13T12:10:00,2026-03-13T15:32:00,202,126,Customer premises equipment,Customer Assurance,1,Assign service assurance follow-up
INC-2026-00351,2026-03-14,2026-03,SITE-0034,Medan,Mobile Broadband,High,Resolved,2026-03-14T16:49:00,2026-03-14T23:21:00,392,374,Access node congestion,NOC Core,2,Escalate to regional operations lead
INC-2026-00570,2026-03-14,2026-03,SITE-0198,Denpasar,Fiber Internet,Low,Resolved,2026-03-14T06:58:00,2026-03-14T07:33:00,35,30,Power outage,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00723,2026-03-14,2026-03,SITE-0200,Balikpapan,Fiber Internet,Low,Resolved,2026-03-14T04:41:00,2026-03-14T05:20:00,39,52,Planned maintenance overrun,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-01009,2026-03-14,2026-03,SITE-0004,Medan,IPTV,Low,Resolved,2026-03-14T17:50:00,2026-03-14T18:33:00,43,23,Core router instability,Field Operations,1,Monitor and resolve in standard queue
INC-2026-01053,2026-03-14,2026-03,SITE-0238,Denpasar,Mobile Broadband,Critical,Escalated,2026-03-14T18:40:00,,550,574,Customer premises equipment,Customer Assurance,3,Open command bridge and dispatch field team
INC-2026-01094,2026-03-14,2026-03,SITE-0016,Semarang,Enterprise VPN,Medium,Resolved,2026-03-14T14:19:00,2026-03-14T16:36:00,137,53,Core router instability,Field Operations,1,Assign service assurance follow-up
INC-2026-01606,2026-03-14,2026-03,SITE-0141,Jakarta,Fiber Internet,Low,Closed,2026-03-14T08:05:00,2026-03-14T09:18:00,73,46,Planned maintenance overrun,NOC Core,1,Monitor and resolve in standard queue
INC-2026-02090,2026-03-14,2026-03,SITE-0088,Denpasar,Fiber Internet,High,Resolved,2026-03-14T08:58:00,2026-03-14T13:23:00,265,321,Fiber cut,Fiber Maintenance,2,Escalate to regional operations lead
INC-2026-00028,2026-03-15,2026-03,SITE-0098,Denpasar,Voice,Low,Closed,2026-03-15T10:48:00,2026-03-15T11:49:00,61,32,Planned maintenance overrun,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00166,2026-03-15,2026-03,SITE-0209,Palembang,Mobile Broadband,Low,Resolved,2026-03-15T03:09:00,2026-03-15T04:08:00,59,42,Fiber cut,Fiber Maintenance,1,Monitor and resolve in standard queue
